id,retweet_count,favorite_count
688547210804498433,708,2628
688519176466644993,729,2336
688385280030670848,4508,9386
688211956440801280,832,2258
688179443353796608,587,2154
688116655151435777,782,2851
688064179421470721,363,1744
687841446767013888,2540,5525
687826841265172480,1126,2767
687818504314159109,951,2516
687807801670897665,720,2416
687732144991551489,668,1778
687704180304273409,850,2452
687664829264453632,512,1960
687494652870668288,578,1914
687480748861947905,243,1616
687476254459715584,539,2004
687460506001633280,543,2073
687399393394311168,620,1913
687317306314240000,9241,20328
687312378585812992,1912,4393
687127927494963200,2292,5491
687124485711986689,507,2179
687109925361856513,2475,5853
687102708889812993,988,2363
687096057537363968,607,2263
686947101016735744,3223,8704
686760001961103360,1392,3548
686749460672679938,1463,3504
686730991906516992,1208,4168
686683045143953408,809,2836
686618349602762752,1374,3741
686606069955735556,548,1911
686394059078897668,689,1753
686386521809772549,887,3285
686377065986265092,575,2226
686358356425093120,675,2209
686286779679375361,1672,4036
686050296934563840,732,2238
686035780142297088,120,1164
686034024800862208,1158,3134
686007916130873345,418,2513
686003207160610816,635,1844
685973236358713344,525,2117
685943807276412928,599,1646
685906723014619143,2922,7588
685681090388975616,127,2048
685667379192414208,574,2380
685663452032069632,1469,3268
685641971164143616,786,2965
685547936038666240,15787,33260
685532292383666176,1166,3059
685325112850124800,3996,9547
685321586178670592,645,2681
685315239903100929,1064,3370
685307451701334016,444,2095
685268753634967552,1205,3130
685198997565345792,671,2364
685169283572338688,1435,4149
684969860808454144,370,2406
684959798585110529,3149,6885
684940049151070208,1051,3246
684926975086034944,464,3527
684914660081053696,1466,3546
684902183876321280,535,1897
684880619965411328,822,2122
684830982659280897,21818,35363
684800227459624960,1011,2750
684594889858887680,3533,8983
684588130326986752,1421,4150
684567543613382656,1227,3047
684538444857667585,960,2664
684481074559381504,1173,3915
684460069371654144,563,1990
684241637099323392,3319,8225
684225744407494656,210,1240
684222868335505415,1383,3853
684200372118904832,1046,2179
684195085588783105,513,1928
684188786104872960,1181,3522
684177701129875456,667,2033
684147889187209216,1523,3015
684122891630342144,473,2023
684097758874210310,1438,4154
683857920510050305,1132,3826
683852578183077888,347,1948
683849932751646720,979,2629
683834909291606017,1124,2648
683828599284170753,1075,2823
683773439333797890,1363,3378
683742671509258241,3336,6537
683515932363329536,2928,7405
683498322573824003,968,3195
683481228088049664,1002,2670
683462770029932544,678,2441
683449695444799489,1615,3931
683391852557561860,2411,7700
683357973142474752,926,2947
683142553609318400,1052,2900
683111407806746624,921,3433
683098815881154561,664,2181
683078886620553216,567,2005
683030066213818368,741,2179
682962037429899265,16718,37164
682808988178739200,169,1800
682788441537560576,1115,2494
682750546109968385,442,1529
682697186228989953,358,1326
682662431982772225,1085,3083
682638830361513985,604,2090
682429480204398592,1161,3453
682406705142087680,1781,7632
682393905736888321,678,2248
682389078323662849,464,1667
682303737705140231,983,3080
682259524040966145,1217,4182
682242692827447297,1175,3278
682088079302213632,9951,18426
682059653698686977,1695,4978
682047327939461121,942,3217
682032003584274432,2029,6628
682003177596559360,1540,3161
681981167097122816,1038,2828
681891461017812993,826,2490
681694085539872773,4086,12878
681679526984871937,445,1785
681654059175129088,928,2660
681610798867845120,471,1925
681579835668455424,1311,3576
681523177663676416,5805,14426
681340665377193984,280,1649
681339448655802368,4120,9377
681320187870711809,748,2656
681302363064414209,1823,3967
681297372102656000,957,3237
681281657291280384,1104,3251
681261549936340994,273,1468
681242418453299201,534,1501
681231109724700672,491,2429
681193455364796417,1495,3718
680970795137544192,660,2447
680959110691590145,2017,4611
680940246314430465,1052,3227
680934982542561280,437,2099
680913438424612864,627,2426
680889648562991104,364,1771
680836378243002368,1329,3492
680805554198020098,663,2173
680801747103793152,816,2388
680798457301471234,1039,2866
680609293079592961,708,2664
680583894916304897,1340,3653
680497766108381184,1924,4261
680494726643068929,486,1735
680473011644985345,746,2563
680440374763077632,498,1458
680221482581123072,295,1473
680206703334408192,1179,2857
680191257256136705,504,2166
680176173301628928,1552,3916
680161097740095489,739,2341
680145970311643136,1751,3642
680130881361686529,945,2302
680115823365742593,905,2738
680100725817409536,1380,3598
680085611152338944,9016,12881
680070545539371008,878,2601
679877062409191424,650,1991
679872969355714560,664,2197
679862121895714818,622,2466
679854723806179328,1232,2876
679844490799091713,770,2380
679828447187857408,14071,36481
679777920601223168,1106,3108
679736210798047232,794,2105
679729593985699840,824,2172
679722016581222400,465,1669
679530280114372609,2084,4813
679527802031484928,722,2652
679511351870550016,1268,3382
679503373272485890,1475,3177
679475951516934144,640,2099
679462823135686656,18871,31775
679405845277462528,1205,2383
679158373988876288,8072,21439
679148763231985668,1026,2788
679132435750195208,1152,2975
679111216690831360,2581,5985
679062614270468097,8131,17051
679047485189439488,666,2254
679001094530465792,1225,2831
678991772295516161,1168,2315
678969228704284672,460,1653
678800283649069056,898,2580
678798276842360832,1161,3457
678774928607469569,904,2811
678767140346941444,1357,3536
678764513869611008,471,1636
678755239630127104,3286,7126
678740035362037760,1677,3762
678708137298427904,2423,5592
678675843183484930,1466,2866
678643457146150913,410,2053
678446151570427904,1540,4001
678424312106393600,2536,5481
678410210315247616,1807,4227
678399652199309312,31747,79217
678396796259975168,413,1596
678389028614488064,424,1874
678380236862578688,912,2446
678341075375947776,537,1730
678334497360859136,254,1305
678278586130948096,6058,11436
678255464182861824,362,1593
678023323247357953,381,1915
678021115718029313,6313,13672
677961670166224897,1683,3416
677918531514703872,407,1349
677895101218201600,2068,4834
677716515794329600,973,3050
677700003327029250,1436,3381
677698403548192770,318,1229
677687604918272002,847,2484
677673981332312066,1502,3326
677662372920729601,954,1943
677644091929329666,798,1856
677573743309385728,705,2128
677565715327688705,460,1295
677557565589463040,1144,2439
677547928504967168,3651,6914
677530072887205888,226,1063
677335745548390400,1776,3039
677334615166730240,281,1343
677331501395156992,234,1083
677328882937298944,1498,3620
677314812125323265,528,1636
677301033169788928,402,1237
677269281705472000,703,1984
677228873407442944,1635,3536
677187300187611136,913,2730
676975532580409345,1060,2766
676957860086095872,806,2230
676949632774234114,392,1301
676948236477857792,854,2164
676946864479084545,368,1720
676942428000112642,747,2060
676936541936185344,4885,12660
676916996760600576,1796,2961
676897532954456065,716,2235
676864501615042560,701,2089
676821958043033607,15487,22873
676819651066732545,660,1805
676811746707918848,419,1411
676776431406465024,2014,4979
676617503762681856,955,2871
676613908052996102,199,1075
676606785097199616,431,1871
676603393314578432,377,1152
676593408224403456,2146,4546
676590572941893632,120,910
676588346097852417,778,2307
676582956622721024,276,1191
676575501977128964,1106,2570
676533798876651520,549,1861
676496375194980353,526,1507
676470639084101634,4628,11523
676440007570247681,659,1708
676430933382295552,341,1384
676263575653122048,542,2067
676237365392908289,285,1209
676219687039057920,30683,75135
676215927814406144,570,1726
676191832485810177,1022,2263
676146341966438401,653,1898
676121918416756736,1150,2148
676101918813499392,1147,2803
676098748976615425,1411,2981
676089483918516224,428,1299
675898130735476737,564,1605
675891555769696257,843,2112
675888385639251968,944,2358
675878199931371520,1382,4139
675870721063669760,558,1612
675853064436391936,1276,2660
675849018447167488,143,930
675845657354215424,866,2250
675822767435051008,529,1499
675820929667219457,230,1038
675798442703122432,3368,10158
675781562965868544,462,1613
675740360753160193,341,1157
675710890956750848,804,1864
675707330206547968,676,1953
675706639471788032,93,635
675534494439489536,406,1795
675531475945709568,373,1168
675522403582218240,283,1026
675517828909424640,456,1277
675501075957489664,5740,16940
675497103322386432,1276,3101
675489971617296384,587,1284
675483430902214656,966,1819
675432746517426176,557,1501
675372240448454658,508,1664
675362609739206656,226,1033
675354435921575936,16595,32212
675349384339542016,2233,3863
675334060156301312,1264,2737
675166823650848770,1569,3545
675153376133427200,2529,6183
675149409102012420,1653,3684
675147105808306176,230,928
675146535592706048,296,1167
675145476954566656,886,2105
675135153782571009,477,1278
675113801096802304,772,1925
675111688094527488,246,947
675109292475830276,1114,2754
675047298674663426,320,1048
675015141583413248,1162,2668
675006312288268288,219,967
675003128568291329,458,1537
674999807681908736,1088,2206
674805413498527744,350,847
674800520222154752,840,2965
674793399141146624,1069,2470
674790488185167872,243,1084
674788554665512960,203,806
674781762103414784,1175,1964
674774481756377088,458,1093
674767892831932416,770,1797
674764817387900928,230,778
674754018082705410,437,1340
674752233200820224,454,1436
674743008475090944,543,1378
674742531037511680,49,476
674739953134403584,380,1083
674737130913071104,88,631
674690135443775488,463,1126
674670581682434048,635,1575
674664755118911488,247,898
674646392044941312,481,1408
674644256330530816,262,1011
674638615994089473,563,1653
674632714662858753,561,1471
674606911342424069,95,921
674468880899788800,1992,6112
674447403907457024,350,1037
674436901579923456,383,1094
674422304705744896,530,1412
674416750885273600,137,669
674410619106390016,449,1176
674394782723014656,559,1483
674372068062928900,308,831
674330906434379776,72,549
674318007229923329,510,1388
674307341513269249,6799,11132
674291837063053312,5733,14448
674271431610523648,717,1540
674269164442398721,223,888
674265582246694913,832,1614
674262580978937856,443,1281
674255168825880576,538,1441
674082852460433408,164,743
674075285688614912,278,969
674063288070742018,2149,6247
674053186244734976,1267,3237
674051556661161984,481,1419
674045139690631169,625,1386
674042553264685056,122,706
674038233588723717,404,1079
674036086168010753,202,833
674024893172875264,1192,1743
674019345211760640,297,1100
674014384960745472,620,1527
674008982932058114,341,1171
673956914389192708,930,1911
673919437611909120,362,1141
673906403526995968,1596,3123
673887867907739649,248,913
673716320723169284,728,3020
673715861853720576,2015,3472
673711475735838725,293,1018
673709992831262724,266,821
673708611235921920,277,1056
673707060090052608,383,1077
673705679337693185,395,1231
673700254269775872,549,1404
673697980713705472,1917,3896
673689733134946305,629,1695
673688752737402881,483,1235
673686845050527744,427,1408
673680198160809984,455,1339
673662677122719744,357,1224
673656262056419329,234,700
673636718965334016,348,1077
673612854080196609,705,1568
673583129559498752,349,1164
673580926094458881,264,814
673576835670777856,548,1356
673363615379013632,297,1000
673359818736984064,656,1414
673355879178194945,560,1462
673352124999274496,525,1626
673350198937153538,204,731
673345638550134785,1228,2453
673343217010679808,265,944
673342308415348736,560,1238
673320132811366400,7679,13175
673317986296586240,248,858
673295268553605120,3084,7353
673270968295534593,351,1046
673240798075449344,707,1397
673213039743795200,821,2197
673148804208660480,608,1657
672997845381865473,694,1920
672995267319328768,280,930
672988786805112832,282,966
672984142909456390,529,1229
672980819271634944,980,1777
672975131468300288,884,1638
672970152493887488,347,928
672968025906282496,525,1290
672964561327235073,621,1389
672902681409806336,485,1336
672898206762672129,413,884
672884426393653248,818,1510
672877615439593473,346,1010
672834301050937345,551,1289
672828477930868736,475,1232
672640509974827008,309,958
672622327801233409,475,1264
672614745925664768,559,1200
672609152938721280,377,1087
672604026190569472,387,1086
672594978741354496,593,1302
672591762242805761,326,931
672591271085670400,177,702
672538107540070400,352,1009
672523490734551040,162,619
672488522314567680,424,1084
672482722825261057,578,1103
672481316919734272,123,706
672475084225949696,681,1406
672466075045466113,517,1320
672272411274932228,3266,6310
672267570918129665,600,1461
672264251789176834,326,1114
672256522047614977,1495,2748
672254177670729728,716,1396
672248013293752320,585,1689
672245253877968896,152,671
672239279297454080,313,875
672231046314901505,975,1784
672222792075620352,205,766
672205392827572224,1118,2209
672169685991993344,358,994
672160042234327040,347,852
672139350159835138,672,1706
672125275208069120,1102,2330
672095186491711488,361,981
672082170312290304,353,921
672068090318987265,503,1263
671896809300709376,4043,8302
671891728106971137,559,1296
671882082306625538,1349,3383
671879137494245376,645,1380
671874878652489728,536,1218
671866342182637568,478,1092
671855973984772097,422,879
671789708968640512,3371,6890
671768281401958400,486,1167
671763349865160704,884,1637
671744970634719232,739,1324
671743150407421952,229,731
671735591348891648,733,1407
671729906628341761,4230,8297
671561002136281088,7017,12476
671550332464455680,203,887
671547767500775424,572,1312
671544874165002241,1019,1927
671542985629241344,545,1067
671538301157904385,379,915
671536543010570240,390,1145
671533943490011136,560,996
671528761649688577,252,828
671520732782923777,515,1362
671518598289059840,285,931
671511350426865664,684,1559
671504605491109889,3446,6821
671497587707535361,435,893
671488513339211776,459,978
671486386088865792,190,568
671485057807351808,227,742
671390180817915904,728,1409
671362598324076544,290,1080
671357843010908160,147,391
671355857343524864,114,472
671347597085433856,415,931
671186162933985280,204,718
671182547775299584,329,1092
671166507850801152,336,852
671163268581498880,1063,1616
671159727754231808,79,359
671154572044468225,211,692
671151324042559489,150,652
671147085991960577,211,650
671141549288370177,638,1120
671138694582165504,390,899
671134062904504320,187,727
671122204919246848,2444,3406
671115716440031232,753,1336
671109016219725825,423,1118
670995969505435648,285,1085
670842764863651840,8430,24008
670840546554966016,189,574
670838202509447168,672,1085
670833812859932673,118,429
670832455012716544,209,715
670826280409919488,3936,5393
670823764196741120,181,755
670822709593571328,92,592
670815497391357952,1496,3103
670811965569282048,263,1099
670807719151067136,478,1133
670804601705242624,927,1906
670803562457407488,85,333
670797304698376195,231,716
670792680469889025,266,803
670789397210615808,231,648
670786190031921152,196,589
670783437142401025,376,807
670782429121134593,743,1519
670780561024270336,281,771
670778058496974848,71,323
670764103623966721,406,1048
670755717859713024,107,427
670733412878163972,496,932
670727704916926465,346,805
670717338665226240,472,1172
670704688707301377,360,756
670691627984359425,234,579
670679630144274432,274,731
670676092097810432,40,242
670668383499735048,4868,10419
670474236058800128,716,1475
670468609693655041,84,345
670465786746662913,533,950
670452855871037440,197,536
670449342516494336,631,1166
670444955656130560,1918,6552
670442337873600512,192,630
670435821946826752,498,1026
670434127938719744,624,1365
670433248821026816,109,321
670428280563085312,596,1345
670427002554466305,154,512
670421925039075328,609,1271
670420569653809152,303,607
670417414769758208,309,555
670411370698022913,860,1970
670408998013820928,214,545
670403879788544000,149,414
670385711116361728,199,547
670374371102445568,262,734
670361874861563904,63,320
670338931251150849,104,416
670319130621435904,1181,3786
670303360680108032,126,420
670290420111441920,274,684
670093938074779648,321,997
670086499208155136,244,682
670079681849372674,1183,2167
670073503555706880,760,1537
670069087419133954,228,608
670061506722140161,324,741
670055038660800512,320,652
670046952931721218,165,629
670040295598354432,108,737
670037189829525505,262,577
670003130994700288,89,325
669993076832759809,81,317
669972011175813120,152,430
669970042633789440,57,296
669942763794931712,156,491
669926384437997569,96,365
669923323644657664,53,228
669753178989142016,383,791
669749430875258880,64,258
669684865554620416,87,499
669683899023405056,105,379
669682095984410625,130,345
669680153564442624,276,650
669661792646373376,417,789
669625907762618368,1762,3444
669603084620980224,350,928
669597912108789760,145,503
669583744538451968,897,1455
669573570759163904,134,426
669571471778410496,982,1558
669567591774625800,54,229
669564461267722241,120,374
669393256313184256,71,352
669375718304980992,705,1299
669371483794317312,172,487
669367896104181761,146,449
669363888236994561,219,606
669359674819481600,117,364
669354382627049472,1244,2631
669353438988365824,254,618
669351434509529089,174,422
669328503091937280,406,989
669327207240699904,114,563
669324657376567296,200,488
669216679721873412,393,1168
669214165781868544,157,427
669203728096960512,459,979
669037058363662336,301,635
669015743032369152,364,723
669006782128353280,240,562
669000397445533696,6169,20359
668994913074286592,222,430
668992363537309700,332,727
668989615043424256,321,661
668988183816871936,451,877
668986018524233728,161,538
668981893510119424,293,523
668979806671884288,336,773
668975677807423489,560,1265
668967877119254528,22,140
668960084974809088,232,688
668955713004314625,68,270
668932921458302977,55,257
668902994700836864,97,311
668892474547511297,145,387
668872652652679168,290,512
668852170888998912,155,441
668826086256599040,131,425
668815180734689280,257,548
668779399630725120,358,687
668655139528511488,212,512
668645506898350081,515,855
668643542311546881,516,856
668641109086707712,526,1044
668636665813057536,479,1018
668633411083464705,1565,2722
668631377374486528,306,694
668627278264475648,110,309
668625577880875008,126,375
668623201287675904,733,1387
668620235289837568,38,194
668614819948453888,310,602
668587383441514497,1040,1633
668567822092664832,50,236
668544745690562560,215,498
668542336805281792,208,442
668537837512433665,69,245
668528771708952576,217,447
668507509523615744,101,316
668496999348633600,127,400
668484198282485761,228,415
668480044826800133,142,446
668466899341221888,498,864
668297328638447616,289,609
668291999406125056,29,235
668286279830867968,132,491
668274247790391296,225,802
668268907921326080,228,541
668256321989451776,585,1262
668248472370458624,467,953
668237644992782336,2747,6035
668226093875376128,99,292
668221241640230912,190,501
668204964695683073,187,541
668190681446379520,191,632
668171859951755264,187,469
668154635664932864,297,480
668142349051129856,272,562
668113020489474048,229,653
667937095915278337,766,1220
667924896115245057,108,289
667915453470232577,54,201
667911425562669056,287,477
667902449697558528,365,829
667886921285246976,1039,1817
667885044254572545,460,795
667878741721415682,114,379
667873844930215936,388,614
667866724293877760,990,2932
667861340749471744,74,235
667832474953625600,60,287
667806454573760512,472,1026
667801013445750784,93,318
667793409583771648,315,684
667782464991965184,239,402
667773195014021121,53,229
667766675769573376,206,426
667728196545200128,143,368
667724302356258817,308,465
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2179,5605
667546741521195010,118,331
667544320556335104,504,838
667538891197542400,63,198
667534815156183040,502,794
667530908589760512,227,451
667524857454854144,1071,1641
667517642048163840,184,358
667509364010450944,2047,6580
667502640335572993,212,523
667495797102141441,256,503
667491009379606528,214,514
667470559035432960,92,248
667455448082227200,57,184
667453023279554560,85,296
667443425659232256,554,756
667437278097252352,227,433
667435689202614272,82,298
667405339315146752,215,452
667393430834667520,52,189
667369227918143488,155,351
667211855547486208,230,466
667200525029539841,250,593
667192066997374976,96,370
667188689915760640,386,719
667182792070062081,5919,13840
667177989038297088,52,184
667176164155375616,438,585
667174963120574464,74,235
667171260800061440,80,211
667165590075940865,1086,2598
667160273090932737,60,249
667152164079423490,16256,46054
667138269671505920,2108,4438
667119796878725120,123,318
667090893657276420,119,321
667073648344346624,114,385
667070482143944705,14,81
667065535570550784,42,160
667062181243039745,49,210
667044094246576128,47,177
667012601033924608,212,431
666996132027977728,84,233
666983947667116034,937,2455
666837028449972224,531,778
666835007768551424,77,203
666826780179869698,89,244
666817836334096384,239,492
666804364988780544,86,223
666786068205871104,467,724
666781792255496192,182,368
666776908487630848,165,332
666739327293083650,62,224
666701168228331520,208,412
666691418707132416,45,178
666649482315059201,590,1077
666644823164719104,76,221
666454714377183233,202,495
666447344410484738,18,98
666437273139982337,42,117
666435652385423360,49,160
666430724426358785,180,301
666428276349472768,78,156
666421158376562688,107,303
666418789513326592,43,115
666411507551481857,307,416
666407126856765440,33,100
666396247373291520,77,159
666373753744588802,86,173
666362758909284353,528,731
666353288456101888,68,201
666345417576210432,128,276
666337882303524864,84,182
666293911632134144,324,470
666287406224695296,62,138
666273097616637952,74,161
666268910803644416,32,95
666104133288665088,6041,13569
666102155909144576,11,72
666099513787052032,62,143
666094000022159362,68,155
666082916733198337,42,104
666073100786774016,147,302
666071193221509120,54,136
666063827256086533,199,449
666058600524156928,55,107
666057090499244032,128,274
666055525042405380,224,411
666051853826850816,789,1142
666050758794694657,52,125
666049248165822465,41,99
666044226329800704,133,274
666033412701032449,41,114
666029285002620928,43,121
666020888022790149,469,2446
